VIN (1-10),DOL Vehicle ID,Make,Model,Model Year
YV4H60RM5S,278939636,VOLVO,XC60,2025
KNDRMDJH6S,276573888,KIA,SORENTO,2025
1N4AZ1BP6L,133663526,NISSAN,LEAF,2020
5YJXCAE22L,4706306,TESLA,MODEL X,2020
1G1FX6S03H,350024195,CHEVROLET,BOLT EV,2017
5YJXCBE23J,181644424,TESLA,MODEL X,2018
1FMCU0E18S,284283548,FORD,ESCAPE,2025
KNDRMDLH0N,204689285,KIA,SORENTO,2022
1N4AZ0CP6D,8158720,NISSAN,LEAF,2013
2T3YL4DV4D,277479233,TOYOTA,RAV4,2013
5YJ3E1EA2K,105026694,TESLA,MODEL 3,2019
1G1FX6S01H,112695474,CHEVROLET,BOLT EV,2017
5YJSA1CP0D,173156273,TESLA,MODEL S,2013
YV4H60RC9S,274064731,VOLVO,XC60,2025
JHMZC5F10J,307611076,HONDA,CLARITY,2018
3C3CFFGE9H,249563590,FIAT,500,2017
KNDCS3LF9P,221503572,KIA,NIRO,2023
5YJSA1E29G,163587042,TESLA,MODEL S,2016
1N4BZ0CP6G,206113400,NISSAN,LEAF,2016
KM8S7DA23P,251196018,HYUNDAI,SANTA FE,2023
2C4RC1L73J,151566551,CHRYSLER,PACIFICA,2018
WP0AE2YA5S,281288500,PORSCHE,PANAMERA,2025
5YJ3E1EA4L,203545877,TESLA,MODEL 3,2020
2C4RC1S77N,218319853,CHRYSLER,PACIFICA,2022
JN1AZ0CP9B,153311994,NISSAN,LEAF,2011
5YJXCAE48K,238061190,TESLA,MODEL X,2019
KNDRMDLH4N,193632435,KIA,SORENTO,2022
JTMAB3FV0R,269478632,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FZ6S03K,324990809,CHEVROLET,BOLT EV,2019
1G1RB6S59H,349088407,CHEVROLET,VOLT,2017
5YJSA1E23G,109159774,TESLA,MODEL S,2016
1G1FZ6S03K,475618146,CHEVROLET,BOLT EV,2019
1G1FW6S03K,232781643,CHEVROLET,BOLT EV,2019
WBY1Z4C5XG,125368162,BMW,I3,2016
JA4T5VA97S,277463448,MITSUBISHI,OUTLANDER,2025
3C3CFFGE0F,204786347,FIAT,500,2015
5YJYGDEEXL,265511452,TESLA,MODEL Y,2020
1N4AZ0CPXF,244589964,NISSAN,LEAF,2015
1G1FX6S06H,277982435,CHEVROLET,BOLT EV,2017
5YJ3E1EB4J,474103500,TESLA,MODEL 3,2018
5UX43EU06R,258714284,BMW,X5,2024
5UX43EU00R,261113639,BMW,X5,2024
5YJSA1H11E,179568882,TESLA,MODEL S,2014
5YJXCBE23L,271745211,TESLA,MODEL X,2020
1N4AZ0CP2D,228068165,NISSAN,LEAF,2013
3C3CFFGE9F,204022241,FIAT,500,2015
5YJ3E1EC1L,228677795,TESLA,MODEL 3,2020
1N4AZ0CP1E,206309267,NISSAN,LEAF,2014
5YJ3E1EA3K,152666524,TESLA,MODEL 3,2019
YV4H60CF5R,252437398,VOLVO,XC90,2024
LPSED3KA9M,262505848,POLESTAR,PS2,2021
2C4RC1S79R,277088388,CHRYSLER,PACIFICA,2024
5YJ3E1EA1K,318436982,TESLA,MODEL 3,2019
KM8JBDD2XR,262536319,HYUNDAI,TUCSON,2024
JTMFB3FV3R,272590902,TOYOTA,RAV4 PRIME (PHEV),2024
JTDACACU6R,274333349,TOYOTA,PRIUS PRIME (PHEV),2024
1N4AZ0CP1F,138583679,NISSAN,LEAF,2015
5YJYGDEE9L,112616878,TESLA,MODEL Y,2020
5YJ3E1EB0J,112648098,TESLA,MODEL 3,2018
5YJ3E1EA5L,251769143,TESLA,MODEL 3,2020
YV4H60RC2S,280762471,VOLVO,XC60,2025
WP0AC2YA1S,278408448,PORSCHE,PANAMERA,2025
1N4AZ0CP1D,134860715,NISSAN,LEAF,2013
5UX43EU01T,283443996,BMW,X5,2026
YV4H60DL1R,268412609,VOLVO,XC60,2024
5YJ3E1EA2L,125887611,TESLA,MODEL 3,2020
1N4AZ0CP6D,177348083,NISSAN,LEAF,2013
KNDCC3LG3L,113500964,KIA,NIRO,2020
LPSED3KA0M,280711532,POLESTAR,PS2,2021
1N4AZ1CP4K,101217945,NISSAN,LEAF,2019
5YJ3E1EB4J,172431360,TESLA,MODEL 3,2018
1G1FZ6S00L,10020132,CHEVROLET,BOLT EV,2020
5YJ3E1EB7J,259694571,TESLA,MODEL 3,2018
JTMEB3FV5R,272853696,TOYOTA,RAV4 PRIME (PHEV),2024
1FADP3R42H,171280147,FORD,FOCUS,2017
5YJYGDEE6L,224329843,TESLA,MODEL Y,2020
KM8JBDD2XR,268403509,HYUNDAI,TUCSON,2024
1G1FY6S07K,204684959,CHEVROLET,BOLT EV,2019
1G1FX6S01J,250018436,CHEVROLET,BOLT EV,2018
5YJSA1E45H,143044842,TESLA,MODEL S,2017
YV4H60PF6S,274366452,VOLVO,XC90,2025
JN1AZ0CP2C,202520440,NISSAN,LEAF,2012
1G1RB6E46E,199948640,CHEVROLET,VOLT,2014
1N4BZ1CP5K,273877698,NISSAN,LEAF,2019
1N4AZ0CPXE,119915246,NISSAN,LEAF,2014
1FMCU0KZ3M,175506495,FORD,ESCAPE,2021
1G1RC6S56J,252217444,CHEVROLET,VOLT,2018
KL8CL6S0XG,1606741,CHEVROLET,SPARK,2016
JHMZC5F12J,255873565,HONDA,CLARITY,2018
5UXTA6C0XN,208060184,BMW,X5,2022
KNDPZDAH8P,237752945,KIA,SPORTAGE,2023
1FMCU0EZ2N,209525984,FORD,ESCAPE,2022
WA1LAAGEXK,262929320,AUDI,E-TRON,2019
5YJ3E1EB5J,277578626,TESLA,MODEL 3,2018
JTMFB3FV9R,272418002,TOYOTA,RAV4 PRIME (PHEV),2024
WBY1Z2C55E,200809339,BMW,I3,2014
5YJSA1CN8D,267165713,TESLA,MODEL S,2013
1N4AZ1CP3L,250938551,NISSAN,LEAF,2020
2C4RC1L70N,218577852,CHRYSLER,PACIFICA,2022
1N4BZ0CP3H,194367659,NISSAN,LEAF,2017
5YJ3E1EA5K,312646582,TESLA,MODEL 3,2019
1N4BZ0CP0H,152965375,NISSAN,LEAF,2017
1N4AZ0CP2G,248728728,NISSAN,LEAF,2016
1N4AZ0CP9F,205491499,NISSAN,LEAF,2015
1N4AZ1CP4L,135287162,NISSAN,LEAF,2020
1G1RD6E49F,316465313,CHEVROLET,VOLT,2015
1G1FW6S06J,288100473,CHEVROLET,BOLT EV,2018
5UXTA6C09N,185826707,BMW,X5,2022
SALK19F48R,263263675,LAND ROVER,RANGE ROVER,2024
5YJ3E1EB4J,474224320,TESLA,MODEL 3,2018
KNDPZDAHXP,223494757,KIA,SPORTAGE,2023
5YJ3E1EA3K,202796436,TESLA,MODEL 3,2019
5YJXCAE29H,350026078,TESLA,MODEL X,2017
1G6RR1E42E,228859424,CADILLAC,ELR,2014
2C4RC1S73R,257574292,CHRYSLER,PACIFICA,2024
1N4AZ0CP9D,227333984,NISSAN,LEAF,2013
WBY8P4C03L,107354271,BMW,I3,2020
5YJ3E1EB8K,292773624,TESLA,MODEL 3,2019
KNDCR3LF7P,249926995,KIA,NIRO,2023
5YJSA1E21H,298489572,TESLA,MODEL S,2017
5YJ3E1EBXK,219115592,TESLA,MODEL 3,2019
5UXTA6C07P,226106891,BMW,X5,2023
5UXTA6C08N,194627828,BMW,X5,2022
WMEEJ9AA2F,131547482,SMART,FORTWO ELECTRIC DRIVE,2015
2C4RC1S78M,274147534,CHRYSLER,PACIFICA,2021
1N4AZ0CP9G,188029565,NISSAN,LEAF,2016
5YJSA1E27K,284970570,TESLA,MODEL S,2019
5UX43EU05S,277993404,BMW,X5,2025
KM8JFDD27R,271569077,HYUNDAI,TUCSON,2024
5YJYGDEE0L,267394963,TESLA,MODEL Y,2020
WBY1Z2C56F,304526512,BMW,I3,2015
1N4BZ1CP4K,4869406,NISSAN,LEAF,2019
1G1FZ6S09L,282492794,CHEVROLET,BOLT EV,2020
5YJYGDEE1L,112399906,TESLA,MODEL Y,2020
5UX43EU02R,278018688,BMW,X5,2024
WVWKR7AU5K,334773379,VOLKSWAGEN,E-GOLF,2019
1G1FW6S00L,156522971,CHEVROLET,BOLT EV,2020
5YJ3E1EB8J,142410425,TESLA,MODEL 3,2018
5YJ3E1EBXL,124288860,TESLA,MODEL 3,2020
1G1FX6S02H,142288709,CHEVROLET,BOLT EV,2017
1N4BZ0CP0G,251490704,NISSAN,LEAF,2016
5YJ3E1EA3J,283964453,TESLA,MODEL 3,2018
1G1FZ6S05K,254665568,CHEVROLET,BOLT EV,2019
5YJ3E1EA4L,103490446,TESLA,MODEL 3,2020
1G1FW6S08J,128452964,CHEVROLET,BOLT EV,2018
JTMCB3FV9R,270683528,TOYOTA,RAV4 PRIME (PHEV),2024
WA1VABGE9M,267939948,AUDI,E-TRON,2021
JTDACACUXR,277616041,TOYOTA,PRIUS PRIME (PHEV),2024
5YJ3E1EA4L,103499609,TESLA,MODEL 3,2020
5YJ3E1EA7L,278983295,TESLA,MODEL 3,2020
5YJXCBE20H,211506767,TESLA,MODEL X,2017
5YJXCAE26J,225944043,TESLA,MODEL X,2018
WBY1Z4C52E,276323855,BMW,I3,2014
1N4AZ1CP3L,141198837,NISSAN,LEAF,2020
5YJ3E1EB2J,242062005,TESLA,MODEL 3,2018
JA3215H43E,172807778,MITSUBISHI,I-MIEV,2014
5YJYGDEE8L,124127972,TESLA,MODEL Y,2020
JTMAB3FV4M,157503202,TOYOTA,RAV4 PRIME (PHEV),2021
KNDCE3LG9K,262341383,KIA,NIRO,2019
1G1RD6S54H,156577844,CHEVROLET,VOLT,2017
1N4AZ0CPXD,211686352,NISSAN,LEAF,2013
2C4RC1L78H,125881528,CHRYSLER,PACIFICA,2017
5YJ3E1EC4L,124108428,TESLA,MODEL 3,2020
5YJ3E1EA5J,259564924,TESLA,MODEL 3,2018
1G1FZ6S08K,229748662,CHEVROLET,BOLT EV,2019
2C4RC1L74P,252133542,CHRYSLER,PACIFICA,2023
5YJYGDEE3L,127234299,TESLA,MODEL Y,2020
5YJ3E1EA1J,277133853,TESLA,MODEL 3,2018
WP0AB2Y15M,151057882,PORSCHE,TAYCAN,2021
5YJYGDEE5L,261661158,TESLA,MODEL Y,2020
5YJSA1H12F,219463506,TESLA,MODEL S,2015
5YJSA1E18G,122654101,TESLA,MODEL S,2016
JTMEB3FV0M,249759506,TOYOTA,RAV4 PRIME (PHEV),2021
1N4AZ1CP0K,170820296,NISSAN,LEAF,2019
JTMFB3FV7R,272240013,TOYOTA,RAV4 PRIME (PHEV),2024
1G1RB6E44C,154547284,CHEVROLET,VOLT,2012
1N4AZ1CP9J,476068988,NISSAN,LEAF,2018
5YJ3E1EA6J,126127886,TESLA,MODEL 3,2018
5YJ3E1EBXJ,276564963,TESLA,MODEL 3,2018
1N4AZ0CP5E,229057251,NISSAN,LEAF,2014
WBY1Z8C30H,9679106,BMW,I3,2017
YV4H60RM7S,273310264,VOLVO,XC60,2025
1N4AZ0CP3F,136111811,NISSAN,LEAF,2015
JHMZC5F1XJ,215504810,HONDA,CLARITY,2018
5UXTA6C01P,220309267,BMW,X5,2023
3C3CFFGE8H,147144882,FIAT,500,2017
5YJ3E1EB9L,231143531,TESLA,MODEL 3,2020
1G1FX6S05H,124519916,CHEVROLET,BOLT EV,2017
1G1FY6S06L,112606987,CHEVROLET,BOLT EV,2020
JTMFB3FV3R,281424160,TOYOTA,RAV4 PRIME (PHEV),2024
1N4AZ0CP3D,241068978,NISSAN,LEAF,2013
5YJ3E1EB5K,477013463,TESLA,MODEL 3,2019
5YJ3E1EA9J,348364670,TESLA,MODEL 3,2018
KNDPZDDH4S,276412608,KIA,SPORTAGE,2025
WP0AC2Y15L,122251342,PORSCHE,TAYCAN,2020
1N4AZ0CP8D,247848863,NISSAN,LEAF,2013
5UXTA6C05N,181661504,BMW,X5,2022
5YJYGDEE4L,126105535,TESLA,MODEL Y,2020
5YJSA1E2XH,350273304,TESLA,MODEL S,2017
5YJXCBE25G,158040858,TESLA,MODEL X,2016
YV4H60RC6S,268266358,VOLVO,XC60,2025
5YJ3E1EA7L,3370755,TESLA,MODEL 3,2020
YV4H60CNXP,229910579,VOLVO,XC90,2023
1G1FX6S02H,185284417,CHEVROLET,BOLT EV,2017
KNDCS3LF4R,258013493,KIA,NIRO,2024
KNDCE3LG9L,143049868,KIA,NIRO,2020
2C4RC1L78P,254496077,CHRYSLER,PACIFICA,2023
1N4BZ1CP8K,332524272,NISSAN,LEAF,2019
JN1AZ0CP3C,234580986,NISSAN,LEAF,2012
YV4H600Z6N,272870335,VOLVO,XC90,2022
JN1AZ0CP1B,135825392,NISSAN,LEAF,2011
5YJ3E1EA9L,2268822,TESLA,MODEL 3,2020
1N4AZ1CP2K,183131882,NISSAN,LEAF,2019
WBY1Z4C54G,172259447,BMW,I3,2016
5YJ3E1EB5J,475027563,TESLA,MODEL 3,2018
5YJ3E1EB0K,102629047,TESLA,MODEL 3,2019
YV4H60JGXS,284372168,VOLVO,XC90,2025
JTMAB3FV2M,169067853,TOYOTA,RAV4 PRIME (PHEV),2021
WBY1Z4C52G,196457922,BMW,I3,2016
1G1RC6S5XG,220680911,CHEVROLET,VOLT,2016
KNDCR3LF2P,221043637,KIA,NIRO,2023
1N4BZ1CP1K,269304374,NISSAN,LEAF,2019
WBY8P2C0XL,260241075,BMW,I3,2020
2C4RC1L75P,235400021,CHRYSLER,PACIFICA,2023
1N4AZ1CP8J,257767898,NISSAN,LEAF,2018
5YJ3E1EB2L,4833230,TESLA,MODEL 3,2020
1N4AZ0CP8D,188483725,NISSAN,LEAF,2013
1N4BZ0CP6G,149424075,NISSAN,LEAF,2016
5UX43EU04S,269606214,BMW,X5,2025
1N4AZ0CP9D,178755587,NISSAN,LEAF,2013
JTMFB3FV5S,276925183,TOYOTA,RAV4 PRIME (PHEV),2025
5YJXCAE26H,236338147,TESLA,MODEL X,2017
1G1FZ6S01L,271728495,CHEVROLET,BOLT EV,2020
KNDRMDLHXR,261536159,KIA,SORENTO,2024
1N4BZ0CP0G,173386041,NISSAN,LEAF,2016
1N4AZ0CP6F,179237621,NISSAN,LEAF,2015
1G1RD6E48B,177859762,CHEVROLET,VOLT,2011
1G1RB6S5XJ,147891516,CHEVROLET,VOLT,2018
5YJYGDEE7L,127399751,TESLA,MODEL Y,2020
5YJ3E1EB1K,154022928,TESLA,MODEL 3,2019
1N4AZ0CP5E,169303305,NISSAN,LEAF,2014
1N4AZ0CP1D,291865171,NISSAN,LEAF,2013
2C4RC1L77M,274243700,CHRYSLER,PACIFICA,2021
KNDPZDDH0R,277430296,KIA,SPORTAGE,2024
5YJYGDEF5L,128769098,TESLA,MODEL Y,2020
ZACPDFCW2R,273996173,DODGE,HORNET,2024
1N4AZ1CP7L,254676698,NISSAN,LEAF,2020
WBY8P8C03L,260891123,BMW,I3,2020
5YJ3E1EA2L,112767091,TESLA,MODEL 3,2020
2C4RC1L75P,253672002,CHRYSLER,PACIFICA,2023
5YJSA1E27J,166950220,TESLA,MODEL S,2018
WBY1Z2C51E,168288515,BMW,I3,2014
5YJXCDE28J,258848348,TESLA,MODEL X,2018
JTMAB3FV9M,171059682,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EB3L,5037742,TESLA,MODEL 3,2020
1N4BZ0CP8H,172623230,NISSAN,LEAF,2017
KNDCR3LF1P,229378922,KIA,NIRO,2023
KNDRMDLH0P,232839785,KIA,SORENTO,2023
1N4AZ0CP9F,116054578,NISSAN,LEAF,2015
5YJ3E1EB7J,220302148,TESLA,MODEL 3,2018
1G1FZ6S00K,273965702,CHEVROLET,BOLT EV,2019
WA1VABGEXK,274286267,AUDI,E-TRON,2019
1N4BZ1CP4K,4684172,NISSAN,LEAF,2019
KM8JBDD27R,277066142,HYUNDAI,TUCSON,2024
5YJSA1E2XF,106707849,TESLA,MODEL S,2015
1N4AZ0CP8G,35325,NISSAN,LEAF,2016
WBY1Z4C53E,132241287,BMW,I3,2014
5YJ3E1EBXJ,474598547,TESLA,MODEL 3,2018
KL8CK6S07F,193670662,CHEVROLET,SPARK,2015
5YJXCDE25L,192935501,TESLA,MODEL X,2020
KNDCC3LGXL,141805912,KIA,NIRO,2020
1N4BZ0CP6H,158448825,NISSAN,LEAF,2017
JTMAB3FV3P,256167670,TOYOTA,RAV4 PRIME (PHEV),2023
YV4H60CL5N,207013950,VOLVO,XC90,2022
5YJYGDEE2L,131444862,TESLA,MODEL Y,2020
KNDRMDLH3P,238075918,KIA,SORENTO,2023
5YJ3E1EA4K,477674403,TESLA,MODEL 3,2019
5YJ3E1EB6K,225755869,TESLA,MODEL 3,2019
5YJ3E1EA1L,103413425,TESLA,MODEL 3,2020
YV4H60DM8R,255020202,VOLVO,XC60,2024
5YJ3E1EB2J,131617258,TESLA,MODEL 3,2018
5YJ3E1EAXL,3601902,TESLA,MODEL 3,2020
KNDCC3LG8K,4620682,KIA,NIRO,2019
KM8S7DA21N,225840583,HYUNDAI,SANTA FE,2022
5YJSA1DP9D,127604655,TESLA,MODEL S,2013
WA1AAAGE5M,150972104,AUDI,E-TRON,2021
5YJ3E1EA6J,474476880,TESLA,MODEL 3,2018
5UX43EU04S,274938975,BMW,X5,2025
5YJ3E1EB6L,7836685,TESLA,MODEL 3,2020
YV4H60DW3P,227512099,VOLVO,XC60,2023
WBY1Z2C53E,175401334,BMW,I3,2014
JTMFB3FV3S,278001860,TOYOTA,RAV4 PRIME (PHEV),2025
1N4AZ0CP9D,183844482,NISSAN,LEAF,2013
5YJ3E1EB7K,475200764,TESLA,MODEL 3,2019
1N4AZ0CP5D,111494064,NISSAN,LEAF,2013
5YJ3E1EC9L,9902028,TESLA,MODEL 3,2020
1N4AZ0CP7F,130529346,NISSAN,LEAF,2015
JTDACACU1R,261466460,TOYOTA,PRIUS PRIME (PHEV),2024
JTMFB3FV1N,218120255,TOYOTA,RAV4 PRIME (PHEV),2022
5YJ3E1EA9K,219434029,TESLA,MODEL 3,2019
5YJ3E1EB6K,455044670,TESLA,MODEL 3,2019
1G1FX6S0XH,165752520,CHEVROLET,BOLT EV,2017
5YJYGDEE7L,108854525,TESLA,MODEL Y,2020
KM8K53AG1L,262970830,HYUNDAI,KONA,2020
1N4AZ0CP0F,227675157,NISSAN,LEAF,2015
1G1FY6S05K,214997044,CHEVROLET,BOLT EV,2019
LPSED3KA2M,279300220,POLESTAR,PS2,2021
5YJXCAE26L,276965405,TESLA,MODEL X,2020
3C3CFFGE9J,190181967,FIAT,500,2018
2C4RC1L79P,272279465,CHRYSLER,PACIFICA,2023
1N4BZ0CP2H,261968003,NISSAN,LEAF,2017
5UXTA6C04M,166600920,BMW,X5,2021
2C4RC1L76P,253600070,CHRYSLER,PACIFICA,2023
3C3CFFGE3D,210424098,FIAT,500,2013
YV4H60CL1N,258938683,VOLVO,XC90,2022
5YJ3E1EB5J,473887333,TESLA,MODEL 3,2018
1N4AZ0CP1F,266433632,NISSAN,LEAF,2015
5YJ3E1EB5J,318435750,TESLA,MODEL 3,2018
5YJ3E1EAXJ,123470287,TESLA,MODEL 3,2018
1G1FW6S08K,269970382,CHEVROLET,BOLT EV,2019
5YJXCBE25J,117323741,TESLA,MODEL X,2018
KM8S6DA2XN,186871758,HYUNDAI,SANTA FE,2022
1N4AZ0CP2D,282092142,NISSAN,LEAF,2013
1N4AZ0CP9D,194839935,NISSAN,LEAF,2013
YV4H60CL0N,274306574,VOLVO,XC90,2022
5YJSA1H20F,137850044,TESLA,MODEL S,2015
WVWKR7AU5K,211063282,VOLKSWAGEN,E-GOLF,2019
2C4RC1N7XH,277667239,CHRYSLER,PACIFICA,2017
1FMCU0E19S,281300456,FORD,ESCAPE,2025
2C4RC1N7XJ,180502864,CHRYSLER,PACIFICA,2018
1N4AZ1BPXL,187225846,NISSAN,LEAF,2020
1N4BZ0CP9H,350019253,NISSAN,LEAF,2017
1G1FY6S09L,272120208,CHEVROLET,BOLT EV,2020
1G1FX6S04H,270355424,CHEVROLET,BOLT EV,2017
5YJXCBE24L,105048779,TESLA,MODEL X,2020
5YJ3E1EB4L,106088965,TESLA,MODEL 3,2020
5UXTA6C03M,154058831,BMW,X5,2021
5YJ3E1EA0K,228584338,TESLA,MODEL 3,2019
WBY1Z8C37H,124556764,BMW,I3,2017
KNDRJDJH7S,275995212,KIA,SORENTO,2025
KNDPYDDH5S,280137637,KIA,SPORTAGE,2025
5YJSA1H20E,244148502,TESLA,MODEL S,2014
JTMEB3FV7R,279008124,TOYOTA,RAV4 PRIME (PHEV),2024
JTMCB3FV1R,272422608,TOYOTA,RAV4 PRIME (PHEV),2024
WVWPP7AU3G,310989227,VOLKSWAGEN,E-GOLF,2016
3C3CFFGE2H,101978894,FIAT,500,2017
5YJ3E1EB4J,161442529,TESLA,MODEL 3,2018
5YJ3E1EB1J,103559494,TESLA,MODEL 3,2018
KL8CL6S04G,273460575,CHEVROLET,SPARK,2016
5YJ3E1EB0K,272605609,TESLA,MODEL 3,2019
2C4RC1S7XP,269077497,CHRYSLER,PACIFICA,2023
WVWKP7AU3G,166145381,VOLKSWAGEN,E-GOLF,2016
5YJ3E1EBXK,474787568,TESLA,MODEL 3,2019
KM8JBDD29R,260479362,HYUNDAI,TUCSON,2024
5YJYGDEE4L,127297810,TESLA,MODEL Y,2020
5YJSA1CG1D,8032475,TESLA,MODEL S,2013
1G1FX6S00H,277260693,CHEVROLET,BOLT EV,2017
KM8K23AGXL,276798798,HYUNDAI,KONA,2020
5YJ3E1EA5J,350083926,TESLA,MODEL 3,2018
5YJYGDEF4L,132218782,TESLA,MODEL Y,2020
5YJ3E1EB7L,2218555,TESLA,MODEL 3,2020
5YJYGDEEXL,112469206,TESLA,MODEL Y,2020
KNDCC3LG7L,127403118,KIA,NIRO,2020
5YJ3E1EB0K,477134871,TESLA,MODEL 3,2019
1N4AZ1CP7K,273616451,NISSAN,LEAF,2019
KNDCE3LG1K,294626923,KIA,NIRO,2019
1N4AZ0CP0F,150908831,NISSAN,LEAF,2015
1G1FZ6S01L,258256589,CHEVROLET,BOLT EV,2020
5YJ3E1EBXJ,9351709,TESLA,MODEL 3,2018
JTMAB3FV8P,256128834,TOYOTA,RAV4 PRIME (PHEV),2023
KNDRMDLH3N,272108378,KIA,SORENTO,2022
5YJ3E1EAXJ,109103067,TESLA,MODEL 3,2018
JTMEB3FV0M,218839302,TOYOTA,RAV4 PRIME (PHEV),2021
5YJ3E1EB7J,308082190,TESLA,MODEL 3,2018
WVWKR7AU5K,220545055,VOLKSWAGEN,E-GOLF,2019
1N4BZ1CP5L,272043978,NISSAN,LEAF,2020
1G1FW6S00H,118265073,CHEVROLET,BOLT EV,2017
5YJSA1E27G,190753797,TESLA,MODEL S,2016
5YJYGDEE5L,114420197,TESLA,MODEL Y,2020
WVWPP7AU1G,9051367,VOLKSWAGEN,E-GOLF,2016
WP1AA2XA5R,274347916,PORSCHE,MACAN,2024
JTMFB3FV0R,265802631,TOYOTA,RAV4 PRIME (PHEV),2024
1N4BZ0CP6G,157081886,NISSAN,LEAF,2016
WBY8P4C53K,310968087,BMW,I3,2019
3C3CFFGE5H,186858248,FIAT,500,2017
5YJYGDEE8L,128678266,TESLA,MODEL Y,2020
WP0AC2Y14L,122359457,PORSCHE,TAYCAN,2020
5YJ3E1EA2J,185708232,TESLA,MODEL 3,2018
1G1RC6S54K,227500983,CHEVROLET,VOLT,2019
JN1AZ0CP8B,105315220,NISSAN,LEAF,2011
WBY1Z4C58E,144469419,BMW,I3,2014
5YJ3E1EB8K,156013658,TESLA,MODEL 3,2019
1G1RD6E43E,170910897,CHEVROLET,VOLT,2014
JTMAB3FV1M,153727871,TOYOTA,RAV4 PRIME (PHEV),2021
1N4AZ1CP3K,168526641,NISSAN,LEAF,2019
ZACPDFDW5R,272654266,DODGE,HORNET,2024
5YJ3E1EC5L,142076490,TESLA,MODEL 3,2020
5YJ3E1EBXJ,475991071,TESLA,MODEL 3,2018
1N4AZ0CP1G,4670214,NISSAN,LEAF,2016
1N4AZ1CP8J,104708754,NISSAN,LEAF,2018
5YJ3E1EA5J,272721347,TESLA,MODEL 3,2018
1N4BZ1DP7L,260988899,NISSAN,LEAF,2020
1G1FX6S01H,167160227,CHEVROLET,BOLT EV,2017
JTMFB3FV4P,272472077,TOYOTA,RAV4 PRIME (PHEV),2023
5YJYGDEEXL,228791279,TESLA,MODEL Y,2020
5YJXCAE26J,304303541,TESLA,MODEL X,2018
5YJ3E1EB0L,237972290,TESLA,MODEL 3,2020
5YJSA1E24G,144650082,TESLA,MODEL S,2016
2C4RC1L71P,241043533,CHRYSLER,PACIFICA,2023
JTMEB3FV0M,145741872,TOYOTA,RAV4 PRIME (PHEV),2021
1N4BZ1DP1L,151276366,NISSAN,LEAF,2020
WVWPR7AU6H,245036053,VOLKSWAGEN,E-GOLF,2017
JTMFB3FV7R,274275263,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EA3J,192804559,TESLA,MODEL 3,2018
1N4AZ1CP3J,329578889,NISSAN,LEAF,2018
2C4RC1N75J,240528074,CHRYSLER,PACIFICA,2018
KM8JBDD25R,261197870,HYUNDAI,TUCSON,2024
5YJ3E1EA2K,192913969,TESLA,MODEL 3,2019
WBY1Z8C3XH,5075486,BMW,I3,2017
3C3CFFGE8G,100775895,FIAT,500,2016
WVWKP7AU8G,273228112,VOLKSWAGEN,E-GOLF,2016
WVWKP7AU6G,151599969,VOLKSWAGEN,E-GOLF,2016
W1NKM5GB3S,281200279,MERCEDES-BENZ,GLC-CLASS,2025
1G1FW6S07H,121815424,CHEVROLET,BOLT EV,2017
JTDACACU3R,262239967,TOYOTA,PRIUS PRIME (PHEV),2024
JTDACACU8P,244681951,TOYOTA,PRIUS PRIME (PHEV),2023
5YJ3E1EB8J,473969709,TESLA,MODEL 3,2018
1G1RA6E42E,142567848,CHEVROLET,VOLT,2014
5YJYGDEE1L,109691886,TESLA,MODEL Y,2020
4JGFB4GB7S,278320276,MERCEDES-BENZ,GLE-CLASS,2025
1G1FW6S0XH,339816536,CHEVROLET,BOLT EV,2017
3C3CFFGE9F,123640975,FIAT,500,2015
2C4RC1S77R,271099076,CHRYSLER,PACIFICA,2024
JA4T5VA90P,235448573,MITSUBISHI,OUTLANDER,2023
JTDACACU4R,274161471,TOYOTA,PRIUS PRIME (PHEV),2024
1N4AZ0CPXD,253953885,NISSAN,LEAF,2013
2C4RC1H78L,138525453,CHRYSLER,PACIFICA,2020
1N4BZ0CP2H,209124975,NISSAN,LEAF,2017
1G1RB6E49E,105557133,CHEVROLET,VOLT,2014
WVWKR7AU8K,111659649,VOLKSWAGEN,E-GOLF,2019
1G1RE6E45D,131703666,CHEVROLET,VOLT,2013
WBY8P8C50K,305872248,BMW,I3,2019
5YJYGDEF1L,113250497,TESLA,MODEL Y,2020
KNDPZDDH5R,268400485,KIA,SPORTAGE,2024
5YJXCDE46L,271026675,TESLA,MODEL X,2020
5YJ3E1EB2J,187554594,TESLA,MODEL 3,2018
1N4BZ0CP6H,224784010,NISSAN,LEAF,2017
1N4AZ0CP7D,110528260,NISSAN,LEAF,2013
5YJ3E1EB7J,476142761,TESLA,MODEL 3,2018
5YJ3E1EB2J,195553585,TESLA,MODEL 3,2018
5YJ3E1EB6J,312691046,TESLA,MODEL 3,2018
1G1RC6S55J,204793039,CHEVROLET,VOLT,2018
1G1FX6S02H,228740522,CHEVROLET,BOLT EV,2017
5YJ3E1EB3K,100693330,TESLA,MODEL 3,2019
JTMFB3FV5S,277730057,TOYOTA,RAV4 PRIME (PHEV),2025
5YJXCDE24H,159741165,TESLA,MODEL X,2017
1N4AZ0CP0D,252012001,NISSAN,LEAF,2013
1N4AZ0CP9F,103835126,NISSAN,LEAF,2015
5YJXCBE23J,148769533,TESLA,MODEL X,2018
